Element, float4.x, float4.y, float4.z, float4.w
1559,  0.00,  0.00,  0.00,  0.00
1560,  0.00,  1.00,  1.00,  1.00
1561,  20.00,  20.00,  20.00,  20.00
1562,  0.06055,  0.12109,  0.87598,  0.87695
1563,  0.06055,  0.12109,  0.43848,  0.00195
1564,  0.221,  0.04817,  0.37381,  5.75
1565,  0.89853,  0.34493,  0.91424,  0.00
1566,  0.83597,  0.97331,  0.96028, -5.75
1567, -0.47326, -0.03319, -0.47175,  0.28209
1568,  0.00,  0.00,  0.00,  0.00
1569,  0.00,  0.00,  0.00,  0.00
1570,  0.00,  0.00,  0.00,  0.00
1571,  0.00,  0.00,  0.00,  0.00
1572,  0.00,  0.00,  0.00,  0.00
1573,  0.00,  0.00,  0.00,  0.00
1574,  0.00,  0.00,  0.00,  0.00
1575,  0.00,  1.00,  1.00,  1.00
1576,  20.00,  20.00,  20.00,  20.00
1577,  0.06055,  0.12109,  0.81348,  0.75195
1578,  0.06055,  0.12109,  0.37598,  0.12695
1579,  0.27531,  0.10823,  0.3792,  5.75
1580,  0.60902,  0.56229,  1.0341,  0.00
1581,  0.97996,  0.89177,  0.74415, -5.75
1582, -0.31039, -0.07866, -0.50848,  0.28209
1583,  0.00,  0.00,  0.00,  0.00
1584,  0.00,  0.00,  0.00,  0.00
1585,  0.00,  0.00,  0.00,  0.00
1586,  0.00,  0.00,  0.00,  0.00
1587,  0.00,  0.00,  0.00,  0.00
1588,  0.00,  0.00,  0.00,  0.00
1589,  0.00,  0.00,  0.00,  0.00
1590,  0.00,  1.00,  1.00,  1.00
1591,  20.00,  20.00,  20.00,  20.00
1592,  0.06055,  0.12109,  0.75098,  0.12695
1593,  0.06055,  0.12109,  0.62598,  0.00195
1594,  0.25482,  0.0658,  0.41252,  5.75
1595,  0.91321,  0.72242,  0.8718,  0.00
1596,  0.81678,  0.95956,  0.95117, -5.75
1597, -0.50509, -0.19056, -0.49211,  0.28209
1598,  0.00,  0.00,  0.00,  0.00
1599,  0.00,  0.00,  0.00,  0.00
1600,  0.00,  0.00,  0.00,  0.00
1601,  0.00,  0.00,  0.00,  0.00
1602,  0.00,  0.00,  0.00,  0.00
1603,  0.00,  0.00,  0.00,  0.00
1604,  0.00,  0.00,  0.00,  0.00
1605,  0.00,  1.00,  1.00,  1.00
1606,  20.00,  20.00,  20.00,  20.00
1607,  0.06055,  0.12109,  0.68848,  0.12695
1608,  0.06055,  0.12109,  0.56348,  0.37695
1609,  0.29173,  0.06136,  0.46652,  5.75
1610,  0.91989,  0.592,  0.84183,  0.00
1611,  0.81678,  0.964,  0.89718, -5.75
1612, -0.50725, -0.03562, -0.47081,  0.28209
1613,  0.00,  0.00,  0.00,  0.00
1614,  0.00,  0.00,  0.00,  0.00
1615,  0.00,  0.00,  0.00,  0.00
1616,  0.00,  0.00,  0.00,  0.00
1617,  0.00,  0.00,  0.00,  0.00
1618,  0.00,  0.00,  0.00,  0.00
1619,  0.00,  0.00,  0.00,  0.00
1620,  0.00,  1.00,  1.00,  1.00
1621,  20.00,  20.00,  20.00,  20.00
1622,  0.06055,  0.12109,  0.81348,  0.00195
1623,  0.06055,  0.12109,  0.56348,  0.12695
1624,  0.26156,  0.05598,  0.4133,  5.75
1625,  0.8278,  0.57171,  0.75187,  0.00
1626,  0.81678,  0.96938,  0.9504, -5.75
1627, -0.51982, -0.01974, -0.38677,  0.28209
1628,  0.00,  0.00,  0.00,  0.00
1629,  0.00,  0.00,  0.00,  0.00
1630,  0.00,  0.00,  0.00,  0.00
1631,  0.00,  0.00,  0.00,  0.00
1632,  0.00,  0.00,  0.00,  0.00
1633,  0.00,  0.00,  0.00,  0.00
1634,  0.00,  0.00,  0.00,  0.00
1635,  0.00,  1.00,  1.00,  1.00
1636,  20.00,  20.00,  20.00,  20.00
1637,  0.06055,  0.12109,  0.75098,  0.00195
1638,  0.06055,  0.12109,  0.56348,  0.00195
1639,  0.22424,  0.05156,  0.44876,  5.75
1640,  0.78832,  0.44061,  0.80107,  0.00
1641,  0.91443,  0.9517,  0.76914, -5.75
1642, -0.38046, -0.00356, -0.42811,  0.28209
1643,  0.00,  0.00,  0.00,  0.00
1644,  0.00,  0.00,  0.00,  0.00
1645,  0.00,  0.00,  0.00,  0.00
1646,  0.00,  0.00,  0.00,  0.00
1647,  0.00,  0.00,  0.00,  0.00
1648,  0.00,  0.00,  0.00,  0.00
1649,  0.00,  0.00,  0.00,  0.00
1650,  1.00,  1.00,  1.00,  1.00
1651,  0.00,  0.00,  0.00,  0.00
1652,  0.06055,  0.12109,  0.68848,  0.00195
1653,  1.00,  1.00,  0.00,  0.00
1654,  0.18322,  0.03414,  0.3637,  5.75
1655,  0.8758,  0.56448,  0.62954,  0.00
1656,  0.81678,  0.99122,  1.00, -5.75
1657, -0.55391, -0.01742, -0.30836,  0.28209
1658,  0.00,  0.00,  0.00,  0.00
1659,  0.00,  0.00,  0.00,  0.00
1660,  0.00,  0.00,  0.00,  0.00
1661,  0.00,  0.00,  0.00,  0.00
1662,  0.00,  0.00,  0.00,  0.00
1663,  0.00,  0.00,  0.00,  0.00
1664,  0.00,  0.00,  0.00,  0.00
1665,  1.00,  1.00,  1.00,  1.00
1666,  0.00,  0.00,  0.00,  0.00
1667,  0.06055,  0.12109,  0.62598,  0.00195
1668,  1.00,  1.00,  0.00,  0.00
1669,  0.18322,  0.03445,  0.3637,  5.75
1670,  0.87981,  0.56302,  0.58633,  0.00
1671,  0.81678,  0.99091,  1.00, -5.75
1672, -0.55719, -0.01723, -0.29733,  0.28209
1673,  0.00,  0.00,  0.00,  0.00
1674,  0.00,  0.00,  0.00,  0.00
1675,  0.00,  0.00,  0.00,  0.00
1676,  0.00,  0.00,  0.00,  0.00
1677,  0.00,  0.00,  0.00,  0.00
1678,  0.00,  0.00,  0.00,  0.00
1679,  0.00,  0.00,  0.00,  0.00
1680,  0.00,  1.00,  1.00,  1.00
1681,  20.00,  20.00,  20.00,  20.00
1682,  0.06055,  0.12109,  0.43848,  0.62695
1683,  0.06055,  0.12109,  0.43848,  0.25195
1684,  0.12096,  0.03194,  0.21463,  5.75
1685,  0.88772,  0.7382,  0.92484,  0.00
1686,  0.90344,  0.98143,  1.00, -5.75
1687, -0.437, -0.21836, -0.49907,  0.28209
1688,  0.00,  0.00,  0.00,  0.00
1689,  0.00,  0.00,  0.00,  0.00
1690,  0.00,  0.00,  0.00,  0.00
1691,  0.00,  0.00,  0.00,  0.00
1692,  0.00,  0.00,  0.00,  0.00
1693,  0.00,  0.00,  0.00,  0.00
1694,  0.00,  0.00,  0.00,  0.00
1695,  0.00,  0.00,  1.00,  1.00
1696,  20.00,  20.00,  20.00,  20.00
1697,  0.06055,  0.12109,  0.93848,  0.87695
1698,  0.06055,  0.12109,  0.43848,  0.12695
1699,  0.26981,  0.05066,  0.46414,  5.75
1700,  0.84165,  0.57975,  0.69665,  0.00
1701,  0.81678,  0.9747,  0.89956, -5.75
1702, -0.53566, -0.02247, -0.32056,  0.28209
1703,  0.00,  0.00,  0.00,  0.00
1704,  0.00,  0.00,  0.00,  0.00
1705,  0.00,  0.00,  0.00,  0.00
1706,  0.00,  0.00,  0.00,  0.00
1707,  0.00,  0.00,  0.00,  0.00
1708,  0.00,  0.00,  0.00,  0.00
1709,  0.00,  0.00,  0.00,  0.00
1710,  0.00,  0.00,  1.00,  1.00
1711,  20.00,  20.00,  20.00,  20.00
1712,  0.06055,  0.12109,  0.31348,  0.87695
1713,  0.06055,  0.12109,  0.50098,  0.00195
1714,  0.25231,  0.04694,  0.43637,  5.75
1715,  0.94341,  0.57828,  0.67817,  0.00
1716,  0.81678,  0.97842,  0.92733, -5.75
1717, -0.53382, -0.02171, -0.30837,  0.28209
1718,  0.00,  0.00,  0.00,  0.00
1719,  0.00,  0.00,  0.00,  0.00
1720,  0.00,  0.00,  0.00,  0.00
1721,  0.00,  0.00,  0.00,  0.00
1722,  0.00,  0.00,  0.00,  0.00
1723,  0.00,  0.00,  0.00,  0.00
1724,  0.00,  0.00,  0.00,  0.00
1725,  1.00,  1.00,  1.00,  1.00
1726,  0.00,  0.00,  0.00,  0.00
1727,  0.06055,  0.12109,  0.93848,  0.75195
1728,  1.00,  1.00,  0.00,  0.00
1729,  0.34435,  0.08284,  0.52816,  5.75
1730,  0.86514,  0.50794,  0.29441,  0.00
1731,  0.8214,  0.94152,  0.82829, -5.75
1732, -0.5278, -0.11034, -0.45464,  0.28209
1733,  0.00,  0.00,  0.00,  0.00
1734,  0.00,  0.00,  0.00,  0.00
1735,  0.00,  0.00,  0.00,  0.00
1736,  0.00,  0.00,  0.00,  0.00
1737,  0.00,  0.00,  0.00,  0.00
1738,  0.00,  0.00,  0.00,  0.00
1739,  0.00,  0.00,  0.00,  0.00
1740,  0.00,  1.00,  1.00,  1.00
1741,  20.00,  20.00,  20.00,  20.00
1742,  0.06055,  0.12109,  0.93848,  0.62695
1743,  0.06055,  0.12109,  0.37598,  0.00195
1744,  0.21411,  0.04977,  0.33137,  5.75
1745,  0.71831,  0.49258,  0.66958,  0.00
1746,  0.92467,  0.9529,  0.87416, -5.75
1747, -0.39847,  0.06525, -0.34494,  0.28209
1748,  0.00,  0.00,  0.00,  0.00
1749,  0.00,  0.00,  0.00,  0.00
1750,  0.00,  0.00,  0.00,  0.00
1751,  0.00,  0.00,  0.00,  0.00
1752,  0.00,  0.00,  0.00,  0.00
1753,  0.00,  0.00,  0.00,  0.00
1754,  0.00,  0.00,  0.00,  0.00
1755,  0.00,  1.00,  1.00,  1.00
1756,  20.00,  20.00,  20.00,  20.00
1757,  0.06055,  0.12109,  0.81348,  0.87695
1758,  0.06055,  0.12109,  0.37598,  0.25195
1759,  0.16921,  0.04401,  0.277,  5.75
1760,  0.68946,  0.47308,  0.67275,  0.00
1761,  0.91525,  0.96027,  0.93536, -5.75
1762, -0.39312,  0.08604, -0.3561,  0.28209
1763,  0.00,  0.00,  0.00,  0.00
1764,  0.00,  0.00,  0.00,  0.00
1765,  0.00,  0.00,  0.00,  0.00
1766,  0.00,  0.00,  0.00,  0.00
1767,  0.00,  0.00,  0.00,  0.00
1768,  0.00,  0.00,  0.00,  0.00
1769,  0.00,  0.00,  0.00,  0.00
1770,  1.00,  1.00,  1.00,  1.00
1771,  0.00,  0.00,  0.00,  0.00
1772,  0.0293,  0.05859,  0.96973,  0.25195
1773,  1.00,  1.00,  0.00,  0.00
1774,  0.07896,  0.02771,  0.09797,  5.75
1775,  0.84846,  0.84431,  0.22967,  0.00
1776,  1.00,  0.97229,  0.9333, -5.75
1777, -0.42659, -0.40452, -0.17028,  0.28209
1778,  0.00,  0.00,  0.00,  0.00
1779,  0.00,  0.00,  0.00,  0.00
1780,  0.00,  0.00,  0.00,  0.00
1781,  0.00,  0.00,  0.00,  0.00
1782,  0.00,  0.00,  0.00,  0.00
1783,  0.00,  0.00,  0.00,  0.00
1784,  0.00,  0.00,  0.00,  0.00
1785,  1.00,  1.00,  1.00,  1.00
1786,  0.00,  0.00,  0.00,  0.00
1787,  0.0293,  0.05859,  0.59473,  0.75195
1788,  1.00,  1.00,  0.00,  0.00
1789,  0.5031,  0.12897,  0.68032,  5.75
1790,  0.8577,  0.59347,  0.30561,  0.00
1791,  0.86434,  0.89188,  0.57781, -5.75
1792, -0.3705, -0.18245, -0.35818,  0.28209
1793,  0.00,  0.00,  0.00,  0.00
1794,  0.00,  0.00,  0.00,  0.00
1795,  0.00,  0.00,  0.00,  0.00
1796,  0.00,  0.00,  0.00,  0.00
1797,  0.00,  0.00,  0.00,  0.00
1798,  0.00,  0.00,  0.00,  0.00
1799,  0.00,  0.00,  0.00,  0.00
1800,  0.00,  1.00,  1.00,  1.00
1801,  20.00,  20.00,  20.00,  20.00
1802,  0.06055,  0.12109,  0.31348,  0.75195
1803,  0.06055,  0.12109,  0.43848,  0.37695
1804,  1.38268,  0.53776,  1.03946,  5.75
1805,  0.9572,  0.97267,  1.04495,  0.00
1806,  0.89222,  0.47703,  0.17514, -5.75
1807, -0.4394, -0.47805, -0.54399,  0.28209
1808,  0.00,  0.00,  0.00,  0.00
1809,  0.00,  0.00,  0.00,  0.00
1810,  0.00,  0.00,  0.00,  0.00
1811,  0.00,  0.00,  0.00,  0.00
1812,  0.00,  0.00,  0.00,  0.00
1813,  0.00,  0.00,  0.00,  0.00
1814,  0.00,  0.00,  0.00,  0.00
1815,  1.00,  1.00,  1.00,  1.00
1816,  0.00,  0.00,  0.00,  0.00
1817,  0.06055,  0.12109,  0.87598,  0.62695
1818,  1.00,  1.00,  0.00,  0.00
1819,  0.7039,  0.1927,  0.89634,  5.75
1820,  0.94432,  0.90081,  0.90894,  0.00
1821,  0.86235,  0.82859,  0.36487, -5.75
1822, -0.41234, -0.40146, -0.54463,  0.28209
1823,  0.00,  0.00,  0.00,  0.00
1824,  0.00,  0.00,  0.00,  0.00
1825,  0.00,  0.00,  0.00,  0.00
1826,  0.00,  0.00,  0.00,  0.00
1827,  0.00,  0.00,  0.00,  0.00
1828,  0.00,  0.00,  0.00,  0.00
1829,  0.00,  0.00,  0.00,  0.00
1830,  0.00,  1.00,  1.00,  0.00
1831,  20.00,  20.00,  20.00,  20.00
1832,  0.0293,  0.05859,  0.59473,  0.56445
1833,  0.0293,  0.05859,  0.68848,  0.31445
1834,  0.58434,  0.17349,  0.67492,  5.57364
1835,  0.68449,  0.73714,  0.72824,  0.00
1836,  0.93467,  0.83006,  0.49603, -5.57364
1837, -0.35607, -0.36931, -0.38844,  0.28209
1838,  0.00,  0.00,  0.00,  0.00
1839,  0.00,  0.00,  0.00,  0.00
1840,  0.00,  0.00,  0.00,  0.00
1841,  0.00,  0.00,  0.00,  0.00
1842,  0.00,  0.00,  0.00,  0.00
1843,  0.00,  0.00,  0.00,  0.00
1844,  0.00,  0.00,  0.00,  0.00
1845,  0.00,  1.00,  1.00,  1.00
1846,  20.00,  20.00,  20.00,  20.00
1847,  0.06055,  0.12109,  0.56348,  0.12695
1848,  0.06055,  0.12109,  0.56348,  0.25195
1849,  0.68328,  0.19925,  0.84349,  5.75
1850,  1.00524,  0.6814,  1.00697,  0.00
1851,  0.92518,  0.8093,  0.34468, -5.75
1852, -0.48056, -0.24378, -0.46003,  0.28209
1853,  0.00,  0.00,  0.00,  0.00
1854,  0.00,  0.00,  0.00,  0.00
1855,  0.00,  0.00,  0.00,  0.00
1856,  0.00,  0.00,  0.00,  0.00
1857,  0.00,  0.00,  0.00,  0.00
1858,  0.00,  0.00,  0.00,  0.00
1859,  0.00,  0.00,  0.00,  0.00
1860,  1.00,  1.00,  1.00,  1.00
1861,  0.00,  0.00,  0.00,  0.00
1862,  0.06055,  0.12109,  0.37598,  0.75195
1863,  1.00,  1.00,  0.00,  0.00
1864,  1.00000E-5,  1.00000E-5,  1.00000E-5,  5.75
1865,  1.00000E-5,  1.00000E-5,  1.00000E-5,  0.00
1866,  1.00,  1.00,  1.00, -5.75
1867,  0.00,  0.00,  0.00,  0.28209
1868,  0.00,  0.00,  0.00,  0.00
1869,  0.00,  0.00,  0.00,  0.00
1870,  0.00,  0.00,  0.00,  0.00
1871,  0.00,  0.00,  0.00,  0.00
1872,  0.00,  0.00,  0.00,  0.00
1873,  0.00,  0.00,  0.00,  0.00
1874,  0.00,  0.00,  0.00,  0.00
1875,  0.00,  1.00,  1.00,  1.00
1876,  20.00,  20.00,  20.00,  20.00
1877,  0.0293,  0.05859,  0.75098,  0.25195
1878,  0.0293,  0.05859,  0.71973,  0.00195
1879,  0.61632,  0.17873,  0.72281,  5.56457
1880,  0.70766,  0.72608,  0.72709,  0.00
1881,  0.92918,  0.82636,  0.44362, -5.56457
1882, -0.36241, -0.33139, -0.3929,  0.28209
1883,  0.00,  0.00,  0.00,  0.00
1884,  0.00,  0.00,  0.00,  0.00
1885,  0.00,  0.00,  0.00,  0.00
1886,  0.00,  0.00,  0.00,  0.00
1887,  0.00,  0.00,  0.00,  0.00
1888,  0.00,  0.00,  0.00,  0.00
1889,  0.00,  0.00,  0.00,  0.00
1890,  1.00,  1.00,  1.00,  1.00
1891,  0.00,  0.00,  0.00,  0.00
1892,  0.0293,  0.05859,  0.56348,  0.68945
1893,  1.00,  1.00,  0.00,  0.00
1894,  0.13641,  0.02314,  0.26868,  5.75
1895,  0.79794,  0.31538,  0.12487,  0.00
1896,  0.86359,  0.99612,  1.00, -5.75
1897, -0.41499, -0.07734,  0.1589,  0.28209
1898,  0.00,  0.00,  0.00,  0.00
1899,  0.00,  0.00,  0.00,  0.00
1900,  0.00,  0.00,  0.00,  0.00
1901,  0.00,  0.00,  0.00,  0.00
1902,  0.00,  0.00,  0.00,  0.00
1903,  0.00,  0.00,  0.00,  0.00
1904,  0.00,  0.00,  0.00,  0.00
1905,  1.00,  1.00,  1.00,  1.00
1906,  0.00,  0.00,  0.00,  0.00
1907,  0.0293,  0.05859,  0.59473,  0.25195
1908,  1.00,  1.00,  0.00,  0.00
1909,  0.5031,  0.12897,  0.68032,  5.75
1910,  0.8577,  0.59347,  0.30561,  0.00
1911,  0.86434,  0.89188,  0.57781, -5.75
1912, -0.3705, -0.18245, -0.35818,  0.28209
1913,  0.00,  0.00,  0.00,  0.00
1914,  0.00,  0.00,  0.00,  0.00
1915,  0.00,  0.00,  0.00,  0.00
1916,  0.00,  0.00,  0.00,  0.00
1917,  0.00,  0.00,  0.00,  0.00
1918,  0.00,  0.00,  0.00,  0.00
1919,  0.00,  0.00,  0.00,  0.00
1920,  1.00,  1.00,  1.00,  1.00
1921,  0.00,  0.00,  0.00,  0.00
1922,  0.06055,  0.12109,  0.43848,  0.87695
1923,  1.00,  1.00,  0.00,  0.00
1924,  1.00000E-5,  1.00000E-5,  1.00000E-5,  5.75
1925,  1.00000E-5,  1.00000E-5,  1.00000E-5,  0.00
1926,  1.00,  1.00,  1.00, -5.75
1927,  0.00,  0.00,  0.00,  0.28209
1928,  0.00,  0.00,  0.00,  0.00
1929,  0.00,  0.00,  0.00,  0.00
1930,  0.00,  0.00,  0.00,  0.00
1931,  0.00,  0.00,  0.00,  0.00
1932,  0.00,  0.00,  0.00,  0.00
1933,  0.00,  0.00,  0.00,  0.00
1934,  0.00,  0.00,  0.00,  0.00
1935,  0.00,  1.00,  1.00,  0.00
1936,  20.00,  20.00,  20.00,  20.00
1937,  0.06055,  0.12109,  0.50098,  0.00195
1938,  0.06055,  0.12109,  0.50098,  0.25195
1939,  1.51635,  0.58785,  1.01449,  5.75
1940,  0.96881,  0.77644,  1.04139,  0.00
1941,  0.91695,  0.41592,  0.2238, -5.75
1942, -0.49808, -0.30527, -0.54667,  0.28209
1943,  0.00,  0.00,  0.00,  0.00
1944,  0.00,  0.00,  0.00,  0.00
1945,  0.00,  0.00,  0.00,  0.00
1946,  0.00,  0.00,  0.00,  0.00
1947,  0.00,  0.00,  0.00,  0.00
1948,  0.00,  0.00,  0.00,  0.00
1949,  0.00,  0.00,  0.00,  0.00
1950,  0.00,  1.00,  1.00,  0.00
1951,  20.00,  20.00,  20.00,  20.00
1952,  0.0293,  0.05859,  0.56348,  0.87695
1953,  0.0293,  0.05859,  0.68848,  0.18945
1954,  0.58434,  0.17349,  0.67492,  5.57364
1955,  0.68449,  0.73714,  0.72824,  0.00
1956,  0.93467,  0.83006,  0.49603, -5.57364
1957, -0.35607, -0.36931, -0.38844,  0.28209
1958,  0.00,  0.00,  0.00,  0.00
1959,  0.00,  0.00,  0.00,  0.00
1960,  0.00,  0.00,  0.00,  0.00
1961,  0.00,  0.00,  0.00,  0.00
1962,  0.00,  0.00,  0.00,  0.00
1963,  0.00,  0.00,  0.00,  0.00
1964,  0.00,  0.00,  0.00,  0.00
1965,  0.00,  1.00,  1.00,  1.00
1966,  20.00,  20.00,  20.00,  20.00
1967,  0.06055,  0.12109,  0.56348,  0.00195
1968,  0.06055,  0.12109,  0.50098,  0.37695
1969,  1.38268,  0.53776,  1.03946,  5.75
1970,  0.9572,  0.97267,  1.04495,  0.00
1971,  0.89222,  0.47703,  0.17514, -5.75
1972, -0.4394, -0.47805, -0.54399,  0.28209
1973,  0.00,  0.00,  0.00,  0.00
1974,  0.00,  0.00,  0.00,  0.00
1975,  0.00,  0.00,  0.00,  0.00
1976,  0.00,  0.00,  0.00,  0.00
1977,  0.00,  0.00,  0.00,  0.00
1978,  0.00,  0.00,  0.00,  0.00
1979,  0.00,  0.00,  0.00,  0.00
1980,  1.00,  1.00,  1.00,  1.00
1981,  0.00,  0.00,  0.00,  0.00
1982,  0.0293,  0.05859,  0.59473,  0.87695
1983,  1.00,  1.00,  0.00,  0.00
1984,  0.09634,  0.01755,  0.22409,  5.75
1985,  0.56212,  0.59581,  0.31645,  0.00
1986,  0.90366,  0.99316,  1.00, -5.75
1987, -0.37598, -0.31346, -0.34065,  0.28209
1988,  0.00,  0.00,  0.00,  0.00
1989,  0.00,  0.00,  0.00,  0.00
1990,  0.00,  0.00,  0.00,  0.00
1991,  0.00,  0.00,  0.00,  0.00
1992,  0.00,  0.00,  0.00,  0.00
1993,  0.00,  0.00,  0.00,  0.00
1994,  0.00,  0.00,  0.00,  0.00
1995,  1.00,  1.00,  1.00,  1.00
1996,  0.00,  0.00,  0.00,  0.00
1997,  0.0293,  0.05859,  0.59473,  0.93945
1998,  1.00,  1.00,  0.00,  0.00
1999,  0.3209,  0.07603,  0.47953,  5.75
2000,  0.77991,  0.73402,  0.52757,  0.00
2001,  0.88339,  0.94129,  0.75776, -5.75
2002, -0.4417, -0.30927, -0.3159,  0.28209
2003,  0.00,  0.00,  0.00,  0.00
2004,  0.00,  0.00,  0.00,  0.00
2005,  0.00,  0.00,  0.00,  0.00
2006,  0.00,  0.00,  0.00,  0.00
2007,  0.00,  0.00,  0.00,  0.00
2008,  0.00,  0.00,  0.00,  0.00
2009,  0.00,  0.00,  0.00,  0.00
2010,  1.00,  1.00,  1.00,  1.00
2011,  0.00,  0.00,  0.00,  0.00
2012,  0.0293,  0.05859,  0.62598,  0.25195
2013,  1.00,  1.00,  0.00,  0.00
2014,  0.36293,  0.08516,  0.54124,  5.75
2015,  0.76697,  0.76399,  0.53128,  0.00
2016,  0.88487,  0.93153,  0.69142, -5.75
2017, -0.40663, -0.34139, -0.31281,  0.28209
2018,  0.00,  0.00,  0.00,  0.00
2019,  0.00,  0.00,  0.00,  0.00
2020,  0.00,  0.00,  0.00,  0.00
2021,  0.00,  0.00,  0.00,  0.00
2022,  0.00,  0.00,  0.00,  0.00
2023,  0.00,  0.00,  0.00,  0.00
2024,  0.00,  0.00,  0.00,  0.00
2025,  1.00,  1.00,  1.00,  1.00
2026,  0.00,  0.00,  0.00,  0.00
2027,  0.0293,  0.05859,  0.65723,  0.25195
2028,  1.00,  1.00,  0.00,  0.00
2029,  0.38415,  0.09027,  0.56765,  5.75
2030,  0.76721,  0.74013,  0.54205,  0.00
2031,  0.88411,  0.92844,  0.65221, -5.75
2032, -0.42882, -0.32083, -0.3175,  0.28209
2033,  0.00,  0.00,  0.00,  0.00
2034,  0.00,  0.00,  0.00,  0.00
2035,  0.00,  0.00,  0.00,  0.00
2036,  0.00,  0.00,  0.00,  0.00
2037,  0.00,  0.00,  0.00,  0.00
2038,  0.00,  0.00,  0.00,  0.00
2039,  0.00,  0.00,  0.00,  0.00
2040,  1.00,  1.00,  1.00,  1.00
2041,  0.00,  0.00,  0.00,  0.00
2042,  0.0293,  0.05859,  0.68848,  0.25195
2043,  1.00,  1.00,  0.00,  0.00
2044,  0.34587,  0.08253,  0.50169,  5.75
2045,  0.72676,  0.75329,  0.53894,  0.00
2046,  0.89575,  0.9343,  0.69344, -5.75
2047, -0.35656, -0.33008, -0.31196,  0.28209
2048,  0.00,  0.00,  0.00,  0.00
2049,  0.00,  0.00,  0.00,  0.00
2050,  0.00,  0.00,  0.00,  0.00
2051,  0.00,  0.00,  0.00,  0.00
2052,  0.00,  0.00,  0.00,  0.00
2053,  0.00,  0.00,  0.00,  0.00
2054,  0.00,  0.00,  0.00,  0.00
2055,  0.00,  1.00,  1.00,  0.00
2056,  20.00,  20.00,  20.00,  20.00
2057,  0.06055,  0.12109,  0.37598,  0.87695
2058,  0.06055,  0.12109,  0.50098,  0.12695
2059,  1.51635,  0.58785,  1.01449,  5.75
2060,  0.96881,  0.77644,  1.04139,  0.00
2061,  0.91695,  0.41592,  0.2238, -5.75
2062, -0.49808, -0.30527, -0.54667,  0.28209
2063,  0.00,  0.00,  0.00,  0.00
2064,  0.00,  0.00,  0.00,  0.00
2065,  0.00,  0.00,  0.00,  0.00
2066,  0.00,  0.00,  0.00,  0.00
2067,  0.00,  0.00,  0.00,  0.00
2068,  0.00,  0.00,  0.00,  0.00
2069,  0.00,  0.00,  0.00,  0.00
2070,  0.00,  1.00,  1.00,  1.00
2071,  20.00,  20.00,  20.00,  20.00
2072,  0.0293,  0.05859,  0.59473,  0.43945
2073,  0.0293,  0.05859,  0.68848,  0.25195
2074,  0.61632,  0.17873,  0.72281,  5.56457
2075,  0.70766,  0.72608,  0.72709,  0.00
2076,  0.92918,  0.82636,  0.44362, -5.56457
2077, -0.36241, -0.33139, -0.3929,  0.28209
2078,  0.00,  0.00,  0.00,  0.00
2079,  0.00,  0.00,  0.00,  0.00
2080,  0.00,  0.00,  0.00,  0.00
2081,  0.00,  0.00,  0.00,  0.00
2082,  0.00,  0.00,  0.00,  0.00
2083,  0.00,  0.00,  0.00,  0.00
2084,  0.00,  0.00,  0.00,  0.00
2085,  0.00,  0.00,  1.00,  1.00
2086,  20.00,  20.00,  20.00,  20.00
2087,  0.0293,  0.05859,  0.71973,  0.87695
2088,  0.0293,  0.05859,  0.00098,  0.62695
2089,  0.22617,  0.05167,  0.36386,  5.75
2090,  1.08435,  0.37438,  0.39894,  0.00
2091,  0.82238,  0.9768,  0.99103, -5.75
2092, -0.54761,  0.01577, -0.18517,  0.28209
2093,  0.00,  0.00,  0.00,  0.00
2094,  0.00,  0.00,  0.00,  0.00
2095,  0.00,  0.00,  0.00,  0.00
2096,  0.00,  0.00,  0.00,  0.00
2097,  0.00,  0.00,  0.00,  0.00
2098,  0.00,  0.00,  0.00,  0.00
2099,  0.00,  0.00,  0.00,  0.00
2100,  0.00,  0.00,  1.00,  1.00
2101,  20.00,  20.00,  20.00,  20.00
2102,  0.0293,  0.05859,  0.71973,  0.93945
2103,  0.0293,  0.05859,  0.00098,  0.68945
2104,  0.21632,  0.05149,  0.36623,  5.75
2105,  1.05398,  0.38103,  0.46352,  0.00
2106,  0.81983,  0.97698,  0.98951, -5.75
2107, -0.54784,  0.0276, -0.25892,  0.28209
2108,  0.00,  0.00,  0.00,  0.00
2109,  0.00,  0.00,  0.00,  0.00
2110,  0.00,  0.00,  0.00,  0.00
2111,  0.00,  0.00,  0.00,  0.00
2112,  0.00,  0.00,  0.00,  0.00
2113,  0.00,  0.00,  0.00,  0.00
2114,  0.00,  0.00,  0.00,  0.00
2115,  0.00,  0.00,  1.00,  1.00
2116,  20.00,  20.00,  20.00,  20.00
2117,  0.0293,  0.05859,  0.75098,  0.50195
2118,  0.0293,  0.05859,  0.00098,  0.75195
2119,  0.22201,  0.05573,  0.36757,  5.75
2120,  1.09302,  0.56077,  0.47045,  0.00
2121,  0.81678,  0.97295,  0.99612, -5.75
2122, -0.55478, -0.15262, -0.27261,  0.28209
2123,  0.00,  0.00,  0.00,  0.00
2124,  0.00,  0.00,  0.00,  0.00
2125,  0.00,  0.00,  0.00,  0.00
2126,  0.00,  0.00,  0.00,  0.00
2127,  0.00,  0.00,  0.00,  0.00
2128,  0.00,  0.00,  0.00,  0.00
2129,  0.00,  0.00,  0.00,  0.00
2130,  0.00,  0.00,  1.00,  1.00
2131,  20.00,  20.00,  20.00,  20.00
2132,  0.0293,  0.05859,  0.78223,  0.50195
