Element, float4.x, float4.y, float4.z, float4.w
1656, -7.15256E-7, -1.00,  0.00,  0.00
1657,  0.00,  0.00,  1.00,  0.00
1658,  549.99994, -481.00,  287.99997,  1.00
1659, -1.00, -7.15256E-7,  0.00,  0.00
1660,  7.15256E-7, -1.00,  0.00,  0.00
1661,  0.00,  0.00,  1.00,  0.00
1662,  550.00031, -480.9996, -287.99997,  1.00
1663,  549.99994, -481.00,  287.99997,  0.00
1664,  68.22018,  3.98263,  63.20135,  1.00
1665,  1.00,  0.00,  0.00,  0.00
1666,  0.00,  0.00,  1.00,  1.00
1667,  1.00,  1.00,  1.00,  0.00
1668, -6.44036,  0.01742, -26.44036,  1.40130E-45
1669,  130.00,  7.98258,  99.96234,  6.58610E-44
1670, -6.44036,  0.01742, -26.44036,  0.00
1671,  130.00,  7.98258,  99.96234,  0.00
1672,  0.00,  0.00,  0.00,  0.00
1673,  0.00,  0.00,  0.00,  0.00
1674,  0.00,  0.00,  0.00,  0.00
1675,  0.00,  0.00,  0.00,  0.00
1676,  0.00,  0.00,  0.00,  0.00
1677,  0.00,  0.00,  0.00,  0.00
1678,  0.00,  0.00,  0.00,  0.00
1679,  0.00,  0.00,  0.00,  0.00
1680, -1.00,  7.15256E-7,  0.00,  0.00
1681, -7.15256E-7, -1.00,  0.00,  0.00
1682,  0.00,  0.00,  1.00,  0.00
1683,  290.00006, -481.00006,  287.99997,  1.00
1684,  1.00,  1.00,  1.00,  1.00
1685,  228.22025, -485.00003,  324.76096,  93.08203
1686, -1.00, -7.15256E-7,  0.00,  0.00
1687,  7.15256E-7, -1.00,  0.00,  0.00
1688,  0.00,  0.00,  1.00,  0.00
1689,  290.0004, -480.99985, -287.99997,  1.00
1690, -1.00,  7.15256E-7,  0.00,  0.00
1691, -7.15256E-7, -1.00,  0.00,  0.00
1692,  0.00,  0.00,  1.00,  0.00
1693,  290.00006, -481.00006,  287.99997,  1.00
1694, -1.00, -7.15256E-7,  0.00,  0.00
1695,  7.15256E-7, -1.00,  0.00,  0.00
1696,  0.00,  0.00,  1.00,  0.00
1697,  290.0004, -480.99985, -287.99997,  1.00
1698,  290.00006, -481.00006,  287.99997,  0.00
1699,  68.22018,  3.98263,  63.20135,  1.00
1700,  1.00,  0.00,  0.00,  0.00
1701,  0.00,  0.00,  1.00,  1.00
1702,  1.00,  1.00,  1.00,  0.00
1703, -6.44036,  0.01742, -26.44036,  1.40130E-45
1704,  130.00,  7.98258,  99.96234,  6.72623E-44
1705, -6.44036,  0.01742, -26.44036,  0.00
1706,  130.00,  7.98258,  99.96234,  0.00
1707,  0.00,  0.00,  0.00,  0.00
1708,  0.00,  0.00,  0.00,  0.00
1709,  0.00,  0.00,  0.00,  0.00
1710,  0.00,  0.00,  0.00,  0.00
1711,  0.00,  0.00,  0.00,  0.00
1712,  0.00,  0.00,  0.00,  0.00
1713,  0.00,  0.00,  0.00,  0.00
1714,  0.00,  0.00,  0.00,  0.00
1715,  1.34110E-6, -1.25,  0.00,  0.00
1716,  1.25,  1.34110E-6,  0.00,  0.00
1717,  0.00,  0.00,  1.25,  0.00
1718, -190.00,  524.00,  94.00,  1.00
1719,  0.80,  0.80,  0.80,  1.00
1720, -189.42473,  524.00,  100.25352,  7.29203
1721,  8.58307E-7,  0.80,  0.00,  0.00
1722, -0.80,  8.58307E-7,  0.00,  0.00
1723,  0.00,  0.00,  0.80,  0.00
1724,  419.2002,  151.99956, -75.20,  1.00
1725,  1.34110E-6, -1.25,  0.00,  0.00
1726,  1.25,  1.34110E-6,  0.00,  0.00
1727,  0.00,  0.00,  1.25,  0.00
1728, -190.00,  524.00,  94.00,  1.00
1729,  8.58307E-7,  0.80,  0.00,  0.00
1730, -0.80,  8.58307E-7,  0.00,  0.00
1731,  0.00,  0.00,  0.80,  0.00
1732,  419.2002,  151.99956, -75.20,  1.00
1733, -190.00,  524.00,  94.00,  0.00
1734,  0.57527,  3.75,  6.23549,  1.00
1735,  1.00,  0.00,  0.00,  0.00
1736,  0.00,  0.00,  1.00,  1.00
1737,  1.25,  1.25,  1.25,  0.00
1738, -3.00,  0.00,  0.01442,  1.40130E-45
1739,  3.00,  0.92043,  9.99121,  6.86636E-44
1740, -3.00,  0.00,  0.01442,  0.00
1741,  3.00,  0.92043,  9.99121,  0.00
1742,  0.00,  0.00,  0.00,  0.00
1743,  0.00,  0.00,  0.00,  0.00
1744,  0.00,  0.00,  0.00,  0.00
1745,  0.00,  0.00,  0.00,  0.00
1746,  0.00,  0.00,  0.00,  0.00
1747,  0.00,  0.00,  0.00,  0.00
1748,  0.00,  0.00,  0.00,  0.00
1749,  0.00,  0.00,  0.00,  0.00
1750,  1.34110E-6, -1.25,  0.00,  0.00
1751,  1.25,  1.34110E-6,  0.00,  0.00
1752,  0.00,  0.00,  1.25,  0.00
1753, -200.00,  387.00,  94.00,  1.00
1754,  0.80,  0.80,  0.80,  1.00
1755, -199.42473,  387.00,  100.25352,  7.29203
1756,  8.58307E-7,  0.80,  0.00,  0.00
1757, -0.80,  8.58307E-7,  0.00,  0.00
1758,  0.00,  0.00,  0.80,  0.00
1759,  309.60019,  159.99968, -75.20,  1.00
1760,  1.34110E-6, -1.25,  0.00,  0.00
1761,  1.25,  1.34110E-6,  0.00,  0.00
1762,  0.00,  0.00,  1.25,  0.00
1763, -200.00,  387.00,  94.00,  1.00
1764,  8.58307E-7,  0.80,  0.00,  0.00
1765, -0.80,  8.58307E-7,  0.00,  0.00
1766,  0.00,  0.00,  0.80,  0.00
1767,  309.60019,  159.99968, -75.20,  1.00
1768, -200.00,  387.00,  94.00,  0.00
1769,  0.57527,  3.75,  6.23549,  1.00
1770,  1.00,  0.00,  0.00,  0.00
1771,  0.00,  0.00,  1.00,  1.00
1772,  1.25,  1.25,  1.25,  0.00
1773, -3.00,  0.00,  0.01442,  1.40130E-45
1774,  3.00,  0.92043,  9.99121,  7.00649E-44
1775, -3.00,  0.00,  0.01442,  0.00
1776,  3.00,  0.92043,  9.99121,  0.00
1777,  0.00,  0.00,  0.00,  0.00
1778,  0.00,  0.00,  0.00,  0.00
1779,  0.00,  0.00,  0.00,  0.00
1780,  0.00,  0.00,  0.00,  0.00
1781,  0.00,  0.00,  0.00,  0.00
1782,  0.00,  0.00,  0.00,  0.00
1783,  0.00,  0.00,  0.00,  0.00
1784,  0.00,  0.00,  0.00,  0.00
1785,  1.34110E-6, -1.25,  0.00,  0.00
1786,  1.25,  1.34110E-6,  0.00,  0.00
1787,  0.00,  0.00,  1.25,  0.00
1788, -200.00, -133.99998,  94.00,  1.00
1789,  0.80,  0.80,  0.80,  1.00
1790, -199.42473, -133.99998,  100.25352,  7.29203
1791,  8.58307E-7,  0.80,  0.00,  0.00
1792, -0.80,  8.58307E-7,  0.00,  0.00
1793,  0.00,  0.00,  0.80,  0.00
1794, -107.19982,  160.00012, -75.20,  1.00
1795,  1.34110E-6, -1.25,  0.00,  0.00
1796,  1.25,  1.34110E-6,  0.00,  0.00
1797,  0.00,  0.00,  1.25,  0.00
1798, -200.00, -133.99998,  94.00,  1.00
1799,  8.58307E-7,  0.80,  0.00,  0.00
1800, -0.80,  8.58307E-7,  0.00,  0.00
1801,  0.00,  0.00,  0.80,  0.00
1802, -107.19982,  160.00012, -75.20,  1.00
1803, -200.00, -133.99998,  94.00,  0.00
1804,  0.57527,  3.75,  6.23549,  1.00
1805,  1.00,  0.00,  0.00,  0.00
1806,  0.00,  0.00,  1.00,  1.00
1807,  1.25,  1.25,  1.25,  0.00
1808, -3.00,  0.00,  0.01442,  1.40130E-45
1809,  3.00,  0.92043,  9.99121,  7.14662E-44
1810, -3.00,  0.00,  0.01442,  0.00
1811,  3.00,  0.92043,  9.99121,  0.00
1812,  0.00,  0.00,  0.00,  0.00
1813,  0.00,  0.00,  0.00,  0.00
1814,  0.00,  0.00,  0.00,  0.00
1815,  0.00,  0.00,  0.00,  0.00
1816,  0.00,  0.00,  0.00,  0.00
1817,  0.00,  0.00,  0.00,  0.00
1818,  0.00,  0.00,  0.00,  0.00
1819,  0.00,  0.00,  0.00,  0.00
1820, -1.00,  3.57628E-7,  0.00,  0.00
1821, -3.57628E-7, -1.00,  0.00,  0.00
1822,  0.00,  0.00,  1.00,  0.00
1823, -7.25422,  400.00,  14.00,  1.00
1824,  1.00,  1.00,  1.00,  1.00
1825, -7.25422,  399.70001,  19.00282,  5.82528
1826, -1.00, -3.57628E-7,  0.00,  0.00
1827,  3.57628E-7, -1.00,  0.00,  0.00
1828,  0.00,  0.00,  1.00,  0.00
1829, -7.25436,  400.00009, -14.00,  1.00
1830, -1.00,  3.57628E-7,  0.00,  0.00
1831, -3.57628E-7, -1.00,  0.00,  0.00
1832,  0.00,  0.00,  1.00,  0.00
1833, -7.25422,  400.00,  14.00,  1.00
1834, -1.00, -3.57628E-7,  0.00,  0.00
1835,  3.57628E-7, -1.00,  0.00,  0.00
1836,  0.00,  0.00,  1.00,  0.00
1837, -7.25436,  400.00009, -14.00,  1.00
1838, -7.25422,  400.00,  14.00,  0.00
1839,  3.00,  0.30,  4.98839,  1.00
1840,  1.00,  0.00,  0.00,  0.00
1841,  0.00,  0.00,  1.00,  1.00
1842,  1.00,  1.00,  1.00,  0.00
1843, -3.00,  2.98023E-8,  0.01442,  1.40130E-45
1844,  3.00,  0.60,  9.99121,  7.28675E-44
1845, -3.00,  2.98023E-8,  0.01442,  0.00
1846,  3.00,  0.60,  9.99121,  0.00
1847,  0.00,  0.00,  0.00,  0.00
1848,  0.00,  0.00,  0.00,  0.00
1849,  0.00,  0.00,  0.00,  0.00
1850,  0.00,  0.00,  0.00,  0.00
1851,  0.00,  0.00,  0.00,  0.00
1852,  0.00,  0.00,  0.00,  0.00
1853,  0.00,  0.00,  0.00,  0.00
1854,  0.00,  0.00,  0.00,  0.00
1855,  7.15256E-7,  1.00,  0.00,  0.00
1856, -1.00,  7.15256E-7,  0.00,  0.00
1857,  0.00,  0.00,  1.00,  0.00
1858,  200.00,  330.30072,  14.00,  1.00
1859,  1.00,  1.00,  1.00,  1.00
1860,  199.70,  330.30072,  19.00282,  5.82528
1861,  7.15256E-7, -1.00,  0.00,  0.00
1862,  1.00,  7.15256E-7,  0.00,  0.00
1863,  0.00,  0.00,  1.00,  0.00
1864, -330.30087,  199.99977, -14.00,  1.00
1865,  7.15256E-7,  1.00,  0.00,  0.00
1866, -1.00,  7.15256E-7,  0.00,  0.00
1867,  0.00,  0.00,  1.00,  0.00
1868,  200.00,  330.30072,  14.00,  1.00
1869,  7.15256E-7, -1.00,  0.00,  0.00
1870,  1.00,  7.15256E-7,  0.00,  0.00
1871,  0.00,  0.00,  1.00,  0.00
1872, -330.30087,  199.99977, -14.00,  1.00
1873,  200.00,  330.30072,  14.00,  0.00
1874,  0.30,  3.00,  4.98839,  1.00
1875,  1.00,  0.00,  0.00,  0.00
1876,  0.00,  0.00,  1.00,  1.00
1877,  1.00,  1.00,  1.00,  0.00
1878, -3.00,  2.98023E-8,  0.01442,  1.40130E-45
1879,  3.00,  0.60,  9.99121,  7.42688E-44
1880, -3.00,  2.98023E-8,  0.01442,  0.00
1881,  3.00,  0.60,  9.99121,  0.00
1882,  0.00,  0.00,  0.00,  0.00
1883,  0.00,  0.00,  0.00,  0.00
1884,  0.00,  0.00,  0.00,  0.00
1885,  0.00,  0.00,  0.00,  0.00
1886,  0.00,  0.00,  0.00,  0.00
1887,  0.00,  0.00,  0.00,  0.00
1888,  0.00,  0.00,  0.00,  0.00
1889,  0.00,  0.00,  0.00,  0.00
1890,  7.15256E-7,  1.00,  0.00,  0.00
1891, -1.00,  7.15256E-7,  0.00,  0.00
1892,  0.00,  0.00,  1.00,  0.00
1893,  200.00, -182.99998,  14.00,  1.00
1894,  1.00,  1.00,  1.00,  1.00
1895,  199.70, -182.99998,  19.00282,  5.82528
1896,  7.15256E-7, -1.00,  0.00,  0.00
1897,  1.00,  7.15256E-7,  0.00,  0.00
1898,  0.00,  0.00,  1.00,  0.00
1899,  182.99985,  200.00014, -14.00,  1.00
1900,  7.15256E-7,  1.00,  0.00,  0.00
1901, -1.00,  7.15256E-7,  0.00,  0.00
1902,  0.00,  0.00,  1.00,  0.00
1903,  200.00, -182.99998,  14.00,  1.00
1904,  7.15256E-7, -1.00,  0.00,  0.00
1905,  1.00,  7.15256E-7,  0.00,  0.00
1906,  0.00,  0.00,  1.00,  0.00
1907,  182.99985,  200.00014, -14.00,  1.00
1908,  200.00, -182.99998,  14.00,  0.00
1909,  0.30,  3.00,  4.98839,  1.00
1910,  1.00,  0.00,  0.00,  0.00
1911,  0.00,  0.00,  1.00,  1.00
1912,  1.00,  1.00,  1.00,  0.00
1913, -3.00,  2.98023E-8,  0.01442,  1.40130E-45
1914,  3.00,  0.60,  9.99121,  7.56701E-44
1915, -3.00,  2.98023E-8,  0.01442,  0.00
1916,  3.00,  0.60,  9.99121,  0.00
1917,  0.00,  0.00,  0.00,  0.00
1918,  0.00,  0.00,  0.00,  0.00
1919,  0.00,  0.00,  0.00,  0.00
1920,  0.00,  0.00,  0.00,  0.00
1921,  0.00,  0.00,  0.00,  0.00
1922,  0.00,  0.00,  0.00,  0.00
1923,  0.00,  0.00,  0.00,  0.00
1924,  0.00,  0.00,  0.00,  0.00
1925,  1.00, -2.13053E-6,  0.00,  0.00
1926,  2.13053E-6,  1.00,  0.00,  0.00
1927,  0.00,  0.00,  1.00,  0.00
1928, -153.99998, -299.99997,  14.00,  1.00
1929,  1.00,  1.00,  1.00,  1.00
1930, -153.99998, -299.69998,  19.00282,  5.82528
1931,  1.00,  2.13053E-6,  0.00,  0.00
1932, -2.13053E-6,  1.00,  0.00,  0.00
1933,  0.00,  0.00,  1.00,  0.00
1934,  153.99934,  300.00031, -14.00,  1.00
1935,  1.00, -2.13053E-6,  0.00,  0.00
1936,  2.13053E-6,  1.00,  0.00,  0.00
1937,  0.00,  0.00,  1.00,  0.00
1938, -153.99998, -299.99997,  14.00,  1.00
1939,  1.00,  2.13053E-6,  0.00,  0.00
1940, -2.13053E-6,  1.00,  0.00,  0.00
1941,  0.00,  0.00,  1.00,  0.00
1942,  153.99934,  300.00031, -14.00,  1.00
1943, -153.99998, -299.99997,  14.00,  0.00
1944,  3.00,  0.30001,  4.98839,  1.00
1945,  1.00,  0.00,  0.00,  0.00
1946,  0.00,  0.00,  1.00,  1.00
1947,  1.00,  1.00,  1.00,  0.00
1948, -3.00,  2.98023E-8,  0.01442,  1.40130E-45
1949,  3.00,  0.60,  9.99121,  7.70714E-44
1950, -3.00,  2.98023E-8,  0.01442,  0.00
1951,  3.00,  0.60,  9.99121,  0.00
1952,  0.00,  0.00,  0.00,  0.00
1953,  0.00,  0.00,  0.00,  0.00
1954,  0.00,  0.00,  0.00,  0.00
1955,  0.00,  0.00,  0.00,  0.00
1956,  0.00,  0.00,  0.00,  0.00
1957,  0.00,  0.00,  0.00,  0.00
1958,  0.00,  0.00,  0.00,  0.00
1959,  0.00,  0.00,  0.00,  0.00
1960, -2.02656E-6, -1.00,  0.00,  0.00
1961,  1.00, -2.02656E-6,  0.00,  0.00
1962,  0.00,  0.00,  1.00,  0.00
1963, -199.99998,  190.00,  14.00,  1.00
1964,  1.00,  1.00,  1.00,  1.00
1965, -199.69998,  190.00,  19.00282,  5.82528
1966, -2.02656E-6,  1.00,  0.00,  0.00
1967, -1.00, -2.02656E-6,  0.00,  0.00
1968,  0.00,  0.00,  1.00,  0.00
1969,  189.99962,  200.00038, -14.00,  1.00
1970, -2.02656E-6, -1.00,  0.00,  0.00
1971,  1.00, -2.02656E-6,  0.00,  0.00
1972,  0.00,  0.00,  1.00,  0.00
1973, -199.99998,  190.00,  14.00,  1.00
1974, -2.02656E-6,  1.00,  0.00,  0.00
1975, -1.00, -2.02656E-6,  0.00,  0.00
1976,  0.00,  0.00,  1.00,  0.00
1977,  189.99962,  200.00038, -14.00,  1.00
1978, -199.99998,  190.00,  14.00,  0.00
1979,  0.30001,  3.00,  4.98839,  1.00
1980,  1.00,  0.00,  0.00,  0.00
1981,  0.00,  0.00,  1.00,  1.00
1982,  1.00,  1.00,  1.00,  0.00
1983, -3.00,  2.98023E-8,  0.01442,  1.40130E-45
1984,  3.00,  0.60,  9.99121,  7.84727E-44
1985, -3.00,  2.98023E-8,  0.01442,  0.00
1986,  3.00,  0.60,  9.99121,  0.00
1987,  0.00,  0.00,  0.00,  0.00
1988,  0.00,  0.00,  0.00,  0.00
1989,  0.00,  0.00,  0.00,  0.00
1990,  0.00,  0.00,  0.00,  0.00
1991,  0.00,  0.00,  0.00,  0.00
1992,  0.00,  0.00,  0.00,  0.00
1993,  0.00,  0.00,  0.00,  0.00
1994,  0.00,  0.00,  0.00,  0.00
1995, -2.02656E-6, -1.00,  0.00,  0.00
1996,  1.00, -2.02656E-6,  0.00,  0.00
1997,  0.00,  0.00,  1.00,  0.00
1998, -189.99998,  1.00,  14.00,  1.00
1999,  1.00,  1.00,  1.00,  1.00
2000, -189.69998,  1.00,  19.00282,  5.82528
2001, -2.02656E-6,  1.00,  0.00,  0.00
2002, -1.00, -2.02656E-6,  0.00,  0.00
2003,  0.00,  0.00,  1.00,  0.00
2004,  0.99962,  190.00002, -14.00,  1.00
2005, -2.02656E-6, -1.00,  0.00,  0.00
2006,  1.00, -2.02656E-6,  0.00,  0.00
2007,  0.00,  0.00,  1.00,  0.00
2008, -189.99998,  1.00,  14.00,  1.00
2009, -2.02656E-6,  1.00,  0.00,  0.00
2010, -1.00, -2.02656E-6,  0.00,  0.00
2011,  0.00,  0.00,  1.00,  0.00
2012,  0.99962,  190.00002, -14.00,  1.00
2013, -189.99998,  1.00,  14.00,  0.00
2014,  0.30001,  3.00,  4.98839,  1.00
2015,  1.00,  0.00,  0.00,  0.00
2016,  0.00,  0.00,  1.00,  1.00
2017,  1.00,  1.00,  1.00,  0.00
2018, -3.00,  2.98023E-8,  0.01442,  1.40130E-45
2019,  3.00,  0.60,  9.99121,  7.98740E-44
2020, -3.00,  2.98023E-8,  0.01442,  0.00
2021,  3.00,  0.60,  9.99121,  0.00
2022,  0.00,  0.00,  0.00,  0.00
2023,  0.00,  0.00,  0.00,  0.00
2024,  0.00,  0.00,  0.00,  0.00
2025,  0.00,  0.00,  0.00,  0.00
2026,  0.00,  0.00,  0.00,  0.00
2027,  0.00,  0.00,  0.00,  0.00
2028,  0.00,  0.00,  0.00,  0.00
2029,  0.00,  0.00,  0.00,  0.00
2030,  1.25,  8.14603E-7,  0.00,  0.00
2031, -8.14603E-7,  1.25,  0.00,  0.00
2032,  0.00,  0.00,  1.25,  0.00
2033, -121.00, -299.99997,  94.00,  1.00
2034,  0.80,  0.80,  0.80,  1.00
2035, -121.00, -299.42471,  100.25352,  7.29203
2036,  0.80, -5.21346E-7,  0.00,  0.00
2037,  5.21346E-7,  0.80,  0.00,  0.00
2038,  0.00,  0.00,  0.80,  0.00
2039,  96.80016,  239.99994, -75.20,  1.00
2040,  1.25,  8.14603E-7,  0.00,  0.00
2041, -8.14603E-7,  1.25,  0.00,  0.00
2042,  0.00,  0.00,  1.25,  0.00
2043, -121.00, -299.99997,  94.00,  1.00
2044,  0.80, -5.21346E-7,  0.00,  0.00
2045,  5.21346E-7,  0.80,  0.00,  0.00
2046,  0.00,  0.00,  0.80,  0.00
2047,  96.80016,  239.99994, -75.20,  1.00
2048, -121.00, -299.99997,  94.00,  0.00
2049,  3.75,  0.57527,  6.23549,  1.00
2050,  1.00,  0.00,  0.00,  0.00
2051,  0.00,  0.00,  1.00,  1.00
2052,  1.25,  1.25,  1.25,  0.00
2053, -3.00,  0.00,  0.01442,  1.40130E-45
2054,  3.00,  0.92043,  9.99121,  8.12753E-44
2055, -3.00,  0.00,  0.01442,  0.00
2056,  3.00,  0.92043,  9.99121,  0.00
2057,  0.00,  0.00,  0.00,  0.00
2058,  0.00,  0.00,  0.00,  0.00
2059,  0.00,  0.00,  0.00,  0.00
2060,  0.00,  0.00,  0.00,  0.00
2061,  0.00,  0.00,  0.00,  0.00
2062,  0.00,  0.00,  0.00,  0.00
2063,  0.00,  0.00,  0.00,  0.00
2064,  0.00,  0.00,  0.00,  0.00
2065,  1.25,  8.07215E-7,  0.00,  0.00
2066, -8.07215E-7,  1.25,  0.00,  0.00
2067,  0.00,  0.00,  1.25,  0.00
2068, -134.00, -299.99997,  94.00,  1.00
2069,  0.80,  0.80,  0.80,  1.00
2070, -134.00, -299.42471,  100.25352,  7.29203
2071,  0.80, -5.16617E-7,  0.00,  0.00
2072,  5.16617E-7,  0.80,  0.00,  0.00
2073,  0.00,  0.00,  0.80,  0.00
2074,  107.20016,  239.99994, -75.20,  1.00
2075,  1.25,  8.07215E-7,  0.00,  0.00
2076, -8.07215E-7,  1.25,  0.00,  0.00
2077,  0.00,  0.00,  1.25,  0.00
2078, -134.00, -299.99997,  94.00,  1.00
2079,  0.80, -5.16617E-7,  0.00,  0.00
2080,  5.16617E-7,  0.80,  0.00,  0.00
2081,  0.00,  0.00,  0.80,  0.00
2082,  107.20016,  239.99994, -75.20,  1.00
2083, -134.00, -299.99997,  94.00,  0.00
2084,  3.75,  0.57527,  6.23549,  1.00
2085,  1.00,  0.00,  0.00,  0.00
2086,  0.00,  0.00,  1.00,  1.00
2087,  1.25,  1.25,  1.25,  0.00
2088, -3.00,  0.00,  0.01442,  1.40130E-45
2089,  3.00,  0.92043,  9.99121,  8.26766E-44
2090, -3.00,  0.00,  0.01442,  0.00
2091,  3.00,  0.92043,  9.99121,  0.00
2092,  0.00,  0.00,  0.00,  0.00
2093,  0.00,  0.00,  0.00,  0.00
2094,  0.00,  0.00,  0.00,  0.00
2095,  0.00,  0.00,  0.00,  0.00
2096,  0.00,  0.00,  0.00,  0.00
2097,  0.00,  0.00,  0.00,  0.00
2098,  0.00,  0.00,  0.00,  0.00
2099,  0.00,  0.00,  0.00,  0.00
2100,  0.75,  0.00,  0.00,  0.00
2101,  0.00,  0.75,  0.00,  0.00
2102,  0.00,  0.00,  0.75,  0.00
2103, -118.00,  478.99994,  270.00,  1.00
2104,  1.33333,  1.33333,  1.33333,  1.00
2105, -118.00,  478.99994,  268.86029,  7.52795
2106,  1.33333,  0.00,  0.00,  0.00
2107,  0.00,  1.33333,  0.00,  0.00
2108,  0.00,  0.00,  1.33333,  0.00
2109,  157.33333, -638.6665, -360.00,  1.00
2110,  0.75,  0.00,  0.00,  0.00
2111,  0.00,  0.75,  0.00,  0.00
2112,  0.00,  0.00,  0.75,  0.00
2113, -118.00,  478.99994,  270.00,  1.00
2114,  1.33333,  0.00,  0.00,  0.00
2115,  0.00,  1.33333,  0.00,  0.00
2116,  0.00,  0.00,  1.33333,  0.00
2117,  157.33333, -638.6665, -360.00,  1.00
2118, -118.00,  478.99994,  270.00,  0.00
2119,  7.44283,  7.44283,  1.1288,  1.00
2120,  1.00,  0.00,  0.00,  0.00
2121,  0.00,  0.00,  1.00,  1.00
2122,  0.75,  0.75,  0.75,  0.00
2123, -9.92378, -9.92378, -3.02469,  1.40130E-45
2124,  9.92378,  9.92378, -0.01456,  8.40779E-44
2125, -9.92378, -9.92378, -3.02469,  0.00
2126,  9.92378,  9.92378, -0.01456,  0.00
2127,  0.00,  0.00,  0.00,  0.00
2128,  0.00,  0.00,  0.00,  0.00
2129,  0.00,  0.00,  0.00,  0.00
2130,  0.00,  0.00,  0.00,  0.00
2131,  0.00,  0.00,  0.00,  0.00
2132,  0.00,  0.00,  0.00,  0.00
2133,  0.00,  0.00,  0.00,  0.00
2134,  0.00,  0.00,  0.00,  0.00
2135,  0.50, -5.32632E-7,  0.00,  0.00
2136,  5.32632E-7,  0.50,  0.00,  0.00
2137,  0.00,  0.00,  0.75,  0.00
2138, -115.99995,  469.99988,  0.38347,  1.00
2139,  2.00,  2.00,  1.33333,  1.00
2140, -116.05336,  470.18674,  1.61376,  80.89562
2141,  2.00,  2.13053E-6,  0.00,  0.00
2142, -2.13053E-6,  2.00,  0.00,  0.00
2143,  0.00,  0.00,  1.33333,  0.00
2144,  232.00092, -939.99951, -0.51129,  1.00
2145,  0.50, -5.32632E-7,  0.00,  0.00
2146,  5.32632E-7,  0.50,  0.00,  0.00
2147,  0.00,  0.00,  0.75,  0.00
2148, -115.99995,  469.99988,  0.38347,  1.00
2149,  2.00,  2.13053E-6,  0.00,  0.00
2150, -2.13053E-6,  2.00,  0.00,  0.00
2151,  0.00,  0.00,  1.33333,  0.00
2152,  232.00092, -939.99951, -0.51129,  1.00
2153, -115.99995,  469.99988,  0.38347,  0.00
2154,  45.88793,  66.60924,  1.2684,  1.00
2155,  1.00,  0.00,  0.00,  0.00
2156,  0.00,  0.00,  1.00,  1.00
2157,  0.50,  0.50,  0.75,  0.00
2158, -91.88252, -132.84468, -0.05082,  1.40130E-45
2159,  91.6689,  133.59209,  3.33158,  8.54792E-44
2160, -91.88252, -132.84468, -0.05082,  0.00
2161,  91.6689,  133.59209,  3.33158,  0.00
2162,  0.00,  0.00,  0.00,  0.00
2163,  0.00,  0.00,  0.00,  0.00
2164,  0.00,  0.00,  0.00,  0.00
2165,  0.00,  0.00,  0.00,  0.00
2166,  0.00,  0.00,  0.00,  0.00
2167,  0.00,  0.00,  0.00,  0.00
2168,  0.00,  0.00,  0.00,  0.00
2169,  0.00,  0.00,  0.00,  0.00
2170,  1.78814E-7,  1.00,  0.00,  0.00
2171, -1.00,  1.78814E-7,  0.00,  0.00
2172,  0.00,  0.00,  1.00,  0.00
2173, -199.50,  190.00,  17.50,  1.00
2174,  1.00,  1.00,  1.00,  1.00
2175, -198.13417,  190.00,  17.50,  1.85544
2176,  1.78814E-7, -1.00,  0.00,  0.00
2177,  1.00,  1.78814E-7,  0.00,  0.00
2178,  0.00,  0.00,  1.00,  0.00
2179, -189.99997, -199.50005, -17.50,  1.00
2180,  1.78814E-7,  1.00,  0.00,  0.00
2181, -1.00,  1.78814E-7,  0.00,  0.00
2182,  0.00,  0.00,  1.00,  0.00
2183, -199.50,  190.00,  17.50,  1.00
2184,  1.78814E-7, -1.00,  0.00,  0.00
2185,  1.00,  1.78814E-7,  0.00,  0.00
2186,  0.00,  0.00,  1.00,  0.00
2187, -189.99997, -199.50005, -17.50,  1.00
2188, -199.50,  190.00,  17.50,  0.00
2189,  1.36594,  1.1475,  0.765,  1.00
2190,  1.00,  0.00,  0.00,  0.00
2191,  0.00,  0.00,  1.00,  1.00
2192,  1.00,  1.00,  1.00,  0.00
2193, -1.1475, -2.73177, -0.765,  1.40130E-45
2194,  1.1475,  0.0001,  0.765,  8.68805E-44
2195, -1.1475, -2.73177, -0.765,  0.00
2196,  1.1475,  0.0001,  0.765,  0.00
2197,  0.00,  0.00,  0.00,  0.00
2198,  0.00,  0.00,  0.00,  0.00
2199,  0.00,  0.00,  0.00,  0.00
2200,  0.00,  0.00,  0.00,  0.00
2201,  0.00,  0.00,  0.00,  0.00
2202,  0.00,  0.00,  0.00,  0.00
2203,  0.00,  0.00,  0.00,  0.00
2204,  0.00,  0.00,  0.00,  0.00
2205,  1.00,  0.00,  0.00,  0.00
2206,  0.00,  1.00,  0.00,  0.00
2207,  0.00,  0.00,  1.00,  0.00
2208,  0.00,  0.00,  0.00,  1.00
2209,  1.00,  1.00,  1.00,  1.00
2210, -186.63866,  153.46587,  8.82806,  39.10408
2211,  1.00,  0.00,  0.00,  0.00
2212,  0.00,  1.00,  0.00,  0.00
2213,  0.00,  0.00,  1.00,  0.00
2214,  0.00,  0.00,  0.00,  1.00
2215,  1.00,  0.00,  0.00,  0.00
2216,  0.00,  1.00,  0.00,  0.00
2217,  0.00,  0.00,  1.00,  0.00
2218,  0.00,  0.00,  0.00,  1.00
2219,  1.00,  0.00,  0.00,  0.00
2220,  0.00,  1.00,  0.00,  0.00
